日期,开盘,收盘,涨跌额,涨跌幅,最低,最高,成交量(手),成交金额(万),换手率,成交量(百万手),成交金额(十亿),ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,logmomentum
6/18/1999,12.1,11.88,-0.12,-1.00%,11.75,12.38,115379,13906.18,4.06%,0.115379,0.1390618,11.448571428571428,10.666190476190476,10.489427858313068,11.197259532185239,0.707831673872171,0.8862474111011731,12.438685298392823,8.893695653988129,11.846496520898176,2.3869262414277967
6/21/1999,12.0,12.45,0.57,4.80%,11.9,12.61,135007,16670.34,4.75%,0.135007,0.1667034,11.65857142857143,10.853333333333333,10.63465542436395,11.389988834925973,0.755333410562022,0.8419830914662912,12.537299516265916,9.16936715040075,12.248832173632726,2.4379897300002487
6/22/1999,12.52,12.33,-0.12,-0.96%,11.9,12.6,64521,7895.16,2.27%,0.064521,0.0789516,11.805714285714288,11.018095238095238,10.760236504040696,11.534605937245056,0.7743694332043596,0.6973076041003773,12.412710446295993,9.623480029894484,12.302944057877575,2.427454075039915
6/23/1999,12.46,12.65,0.32,2.60%,12.25,13.0,91528,11614.88,3.22%,0.091528,0.1161488,11.962857142857143,11.21,10.900218985222867,11.706205023822742,0.8059860385998743,0.6598745893604304,12.529749178720861,9.89025082127914,12.534314685959194,2.4553061800117097
6/24/1999,12.65,13.65,1.0,7.91%,12.41,13.8,213041,28029.4,7.49%,0.213041,0.280294,12.342857142857143,11.408571428571427,11.10390646779895,12.00525040477309,0.9013439369741398,0.8125002024287591,13.033571833428946,9.78357102371391,13.27810489531973,2.5376572151735295
6/28/1999,13.45,15.02,1.37,10.04%,13.2,15.02,270496,39390.15,9.51%,0.270496,0.3939015,12.854285714285714,11.627142857142857,11.393987470184214,12.469058034807999,1.0750705646237844,1.1289738004509644,13.885090458044786,9.369195256240928,14.43936829843991,2.640484881606444
6/29/1999,15.69,15.29,0.27,1.80%,14.7,15.8,217177,33209.07,7.64%,0.217177,0.3320907,13.324285714285717,11.831428571428571,11.682580990911308,12.903049106375997,1.2204681154646888,1.3845366886091242,14.60050194864682,9.062355194210323,15.00645609947997,2.659559991941776
6/30/1999,15.39,14.26,-1.03,-6.74%,14.1,15.5,149352,21817.19,5.25%,0.149352,0.21817189999999997,13.664285714285713,11.974761904761905,11.873500917510471,13.111810782318152,1.2383098648076807,1.4720850769176643,14.918932058597234,9.030591750926577,14.508818699826657,2.5847519847577165
7/1/1999,14.2,12.85,-1.41,-9.89%,12.83,14.2,146535,19280.13,5.15%,0.146535,0.1928013,13.721428571428573,12.056190476190476,11.945834182880066,13.07153220042305,1.1256980175429838,1.45074527126741,14.957681018725296,9.154699933655657,13.402939566608886,2.47232786758114
7/2/1999,13.03,13.57,0.72,5.60%,12.5,13.7,125403,16569.83,4.41%,0.125403,0.16569830000000002,13.898571428571428,12.19142857142857,12.066142761925986,13.148219554204118,1.0820767922781318,1.4177048724126844,15.02683831625394,9.3560188266032,13.514313188869629,2.531313022602156
7/5/1999,13.88,14.02,0.45,3.32%,13.65,14.5,121398,17140.99,4.27%,0.121398,0.1714099,14.094285714285714,12.369047619047619,12.210872927709246,13.282339622788099,1.0714666950788523,1.4209889069530903,15.2110254329538,9.527069805141437,13.851437729623209,2.5664866367804233
7/6/1999,13.9,12.92,-1.1,-7.85%,12.7,13.9,69244,9128.17,2.44%,0.069244,0.09128170000000001,13.989999999999998,12.471428571428573,12.263400858990043,13.226595065436085,0.9631942064460421,1.382273108820381,15.235974789069335,9.706882353787812,13.230479243207737,2.4782176616372036
7/7/1999,12.8,13.24,0.32,2.48%,12.65,13.38,47717,6225.56,1.68%,0.047717,0.0622556,13.735714285714286,12.578095238095237,12.335741536101892,13.2286573630613,0.892915826959408,1.3366375724180262,15.25137038293129,9.904820093259184,13.236826414402579,2.50470927708418
7/8/1999,13.3,13.12,-0.12,-0.91%,13.0,13.41,29848,3927.89,1.05%,0.029848,0.0392789,13.425714285714287,12.681904761904761,12.393834755649902,13.211940845667256,0.8181060900173538,1.266318638706866,15.214542039318493,10.149267484491029,13.158942138134194,2.4948569806411682
7/9/1999,13.01,12.99,-0.13,-0.99%,12.8,13.21,28875,3743.66,1.02%,0.028875,0.0374366,13.244285714285715,12.785714285714286,12.43799514412028,13.177796100179984,0.739800956059705,1.1940175437305862,15.17374937317546,10.397679198253114,13.046314046044733,2.4840729690394228
7/12/1999,13.0,12.46,-0.53,-4.08%,12.3,13.1,36913,4658.15,1.30%,0.036913,0.0465815,13.18857142857143,12.856190476190477,12.439625133444704,13.067365930921524,0.6277407974768199,1.140403437385028,15.136997350960533,10.575383601420421,12.655438015348246,2.4388627112865935
7/13/1999,12.3,11.68,-0.78,-6.26%,11.6,12.3,35774,4235.98,1.26%,0.035774,0.042359799999999996,12.918571428571429,12.874285714285712,12.383356605041392,12.853925018472056,0.470568413430664,1.132442516259067,15.139170746803845,10.609400681767578,12.005146005116082,2.3683728335320486
7/14/1999,11.8,12.09,0.41,3.51%,11.7,12.16,27159,3240.71,0.96%,0.027159,0.0324071,12.642857142857142,12.900000000000002,12.361626486149436,12.73639809255328,0.37477160640384355,1.056919431276633,15.013838862553268,10.786161137446737,12.061715335038693,2.4060438013622756
7/15/1999,12.17,11.81,-0.28,-2.32%,11.8,12.19,18838,2242.37,0.66%,0.018838,0.022423699999999998,12.484285714285715,12.93904761904762,12.320765264953181,12.593875309083545,0.2731100441303642,1.03118429615233,15.00141621135228,10.876679026742961,11.893905111679565,2.3804716316511167
7/16/1999,11.8,11.51,-0.3,-2.54%,11.5,11.9,21192,2467.94,0.74%,0.021192,0.0246794,12.237142857142858,12.942380952380953,12.260708578660351,12.42712526153223,0.16641668287187983,1.0619072959833886,15.06619554434773,10.818566360414176,11.637968370559856,2.3523271848888596
7/19/1999,11.2,11.0,-0.51,-4.43%,10.98,11.39,24186,2697.04,0.85%,0.024186,0.0269704,11.934285714285716,12.894761904761905,12.167322758018843,12.20756752898881,0.04024477096996648,1.1265619566206078,15.147885818003122,10.641637991520689,11.21265612351995,2.302585092994046
7/20/1999,11.0,12.1,1.1,10.00%,10.9,12.1,40800,4760.64,1.44%,0.0408,0.0476064,11.807142857142859,12.905238095238097,12.162335887054482,12.191018678375144,0.028682791320662204,1.1373311326358497,15.179900360509796,10.630575829966398,11.804218707839985,2.4069451083182885
7/21/1999,12.3,12.85,0.75,6.20%,12.3,13.08,76407,9706.72,2.69%,0.076407,0.09706719999999999,11.862857142857141,12.924285714285713,12.21327396949489,12.292400420163583,0.07912645066869217,1.1288531674597015,15.181992049205116,10.66657937936631,12.50140623594666,2.47232786758114
7/22/1999,12.8,12.02,-0.83,-6.46%,12.0,12.82,45107,5564.02,1.59%,0.045107,0.05564020000000001,11.911428571428571,12.909523809523808,12.198957379161937,12.250492663215338,0.05153528405340069,1.1464355514741318,15.202394912472071,10.616652706575545,12.180468745315553,2.3997118037247684
7/23/1999,12.0,12.34,0.32,2.66%,11.98,12.78,26068,3231.2,0.92%,0.026068,0.032312,11.947142857142856,12.894761904761905,12.209404980705498,12.264263022720671,0.05485804201517297,1.1400881775683656,15.174938259898637,10.614585549625174,12.286822915105184,2.428336298299606
7/26/1999,12.28,12.9,0.56,4.54%,12.13,13.25,44087,5639.91,1.55%,0.044087,0.0563991,12.102857142857143,12.859047619047617,12.260560167319905,12.362068711532876,0.10150854421297062,1.0207009975087487,14.900449614065113,10.81764562403012,12.695607638368395,2.4765384001174837
7/27/1999,12.95,12.58,-0.32,-2.48%,12.5,13.02,21187,2685.59,0.74%,0.021187,0.026855900000000002,12.255714285714285,12.742857142857144,12.284222377148062,12.395596602066279,0.11137422491821702,0.8274976546314805,14.397852452120105,11.087861833594182,12.618535879456132,2.449279472144849
7/28/1999,12.58,12.6,0.02,0.16%,12.5,12.8,15671,1981.91,0.55%,0.015671,0.0198191,12.484285714285715,12.614761904761906,12.30761331217413,12.427043278671466,0.11942996649733573,0.7315583582862583,14.077878621334422,11.15164518818939,12.606178626485379,2.451005098112319
7/29/1999,12.76,12.55,-0.05,-0.40%,12.44,12.8,8468,1064.11,0.30%,0.008468,0.010641099999999999,12.54857142857143,12.533333333333333,12.325567881642714,12.445959697337395,0.12039181569468127,0.7277714722280682,13.988876277789469,11.077790388877197,12.56872620882846,2.446685436967803
7/30/1999,12.7,12.92,0.37,2.95%,12.6,13.1,39275,5077.2,1.38%,0.039275,0.050772,12.55857142857143,12.536666666666665,12.36959989040992,12.518888974670105,0.14928908426018594,0.6919271333704647,13.920520933407595,11.152812399925736,12.802908736276153,2.4782176616372036
8/2/1999,13.01,12.98,0.06,0.46%,12.9,13.33,30095,3939.58,1.06%,0.030095,0.0393958,12.695714285714287,12.508571428571429,12.414814713342517,12.589829132413167,0.1750144190706493,0.6039876262235051,13.716546681018439,11.300596176124419,12.920969578758717,2.4832385926873033
8/3/1999,13.0,12.83,-0.15,-1.16%,12.66,13.09,24536,3152.39,0.86%,0.024536,0.0315239,12.765714285714285,12.451904761904762,12.44556917902085,12.626778496657295,0.1812093176364442,0.6004934374500505,13.652891636804863,11.250917887004661,12.860323192919573,2.4706386779902956
8/4/1999,12.8,12.9,0.07,0.55%,12.8,13.15,26342,3400.33,0.93%,0.026342,0.0340033,12.765714285714285,12.450952380952382,12.479230721315604,12.668812574094636,0.18958185277903183,0.5808004911549564,13.612553363262295,11.289351398642468,12.88677439763986,2.4765384001174837
8/5/1999,13.0,13.06,0.16,1.24%,12.85,13.3,46728,6093.63,1.64%,0.046728,0.0609363,12.834285714285715,12.442380952380953,12.522250667884819,12.728995255003154,0.20674458711833488,0.5770913911017327,13.596563734584418,11.288198170177488,13.00225813254662,2.4898941912990393
8/6/1999,11.8,11.9,0.12,1.02%,11.5,12.05,37307,4388.02,1.19%,0.037307,0.0438802,12.734285714285715,12.384285714285713,12.476158025819279,12.601457523464209,0.12529949764492976,0.5707188449661666,13.525723404218047,11.24284802435338,12.26741937751554,2.388762789235098
8/9/1999,11.9,11.65,-0.25,-2.10%,11.65,12.0,16103,1888.49,0.51%,0.016103,0.0188849,12.605714285714285,12.32047619047619,12.414961135017851,12.455079442931254,0.04011830791340287,0.5911743442189182,13.502824878914026,11.138127502038355,11.855806459171847,2.365559892155434
8/10/1999,11.6,11.25,-0.4,-3.43%,11.22,11.6,24110,2733.08,0.77%,0.02411,0.0273308,12.367142857142856,12.262857142857142,12.328667717609122,12.269682605557216,-0.058985112051905375,0.6224197263816282,13.507696595620398,11.018017690093885,11.451935486390616,2.327277705584417
8/11/1999,11.3,11.17,-0.08,-0.71%,11.08,11.5,17802,2010.8,0.57%,0.017802,0.020108,12.108571428571429,12.238571428571428,12.242840479267706,12.100500666240723,-0.1423398130269824,0.6702898037805235,13.579151036132474,10.89799182101038,11.263978495463538,2.3194422100604686
8/12/1999,11.45,11.15,-0.02,-0.18%,11.0,11.5,15403,1733.13,0.49%,0.015403,0.0173313,11.868571428571428,12.193809523809524,12.161889332655283,11.954269794511381,-0.2076195381439021,0.7080670500509946,13.609943623911512,10.777675423707535,11.187992831821179,2.3174737054877963
8/13/1999,11.17,11.09,-0.06,-0.54%,11.08,11.38,8584,958.87,0.27%,0.008584,0.0095887,11.610000000000001,12.15952380952381,12.082490122828967,11.8213052107404,-0.26118491208856653,0.7357030293317508,13.630929868187312,10.688117750860307,11.122664277273726,2.3115448343655176
8/16/1999,11.05,10.72,-0.37,-3.34%,10.6,11.09,14039,1514.12,0.45%,0.014039,0.015141199999999999,11.275714285714287,12.121904761904762,11.981564928545339,11.651873639857262,-0.3296912886880765,0.7617818447212169,13.645468451347195,10.598341072462329,10.854221425757908,2.2741856184723477
8/17/1999,10.73,11.06,0.34,3.17%,10.73,11.38,16370,1823.97,0.52%,0.01637,0.0182397,11.155714285714286,12.124761904761906,11.913300859764202,11.5608161568023,-0.3524847029619025,0.8018294870577373,13.72842087887738,10.521102930646432,10.991407141919304,2.3085671646715933
8/18/1999,10.95,11.0,-0.06,-0.54%,10.66,11.0,7928,858.28,0.25%,0.007928,0.0085828,11.062857142857144,12.072380952380954,11.845648944226113,11.474536748063485,-0.3711121961626276,0.8204060291289008,13.713193010638754,10.431568894123153,10.997135713973101,2.302585092994046
8/19/1999,11.1,11.69,0.69,6.27%,11.1,11.98,35526,4128.18,1.14%,0.035526,0.0412818,11.125714285714286,12.017142857142858,11.834119392801956,11.507684940669103,-0.3264344521328528,0.8240024271805694,13.665147711503996,10.36913800278172,11.459045237991035,2.3693087250369538
8/20/1999,11.9,11.94,0.25,2.14%,11.82,12.32,63875,7715.08,2.04%,0.063875,0.0771508,11.235714285714286,12.013333333333334,11.84196240074255,11.574194949796935,-0.26776745094561605,0.8205973434026378,13.65452802013861,10.372138646528057,11.77968174599701,2.392425796993835
8/23/1999,11.9,12.0,0.06,0.50%,11.82,12.2,23496,2810.63,0.75%,0.023496,0.0281063,11.357142857142858,11.997142857142856,11.853668889576436,11.639703419058945,-0.2139654705174916,0.7926743540561961,13.582491565255248,10.411794149030465,11.926560581999004,2.3978952727983707
8/24/1999,12.05,11.88,-0.12,-1.00%,11.78,12.15,17298,2060.12,0.55%,0.017298,0.0206012,11.469999999999999,11.948571428571428,11.855619342200404,11.676672123819106,-0.1789472183812979,0.7788189438938146,13.506209316359058,10.390933540783799,11.895520193999667,2.3869262414277967
8/25/1999,11.9,11.6,-0.28,-2.36%,11.55,11.9,18541,2157.22,0.59%,0.018541,0.0215722,11.595714285714285,11.901904761904762,11.836684576111484,11.66487641246232,-0.17180816364916396,0.76463338308353,13.431171528071822,10.372637995737701,11.698506731333223,2.3608540011180215
8/26/1999,11.55,11.63,0.03,0.26%,11.45,11.68,14361,1658.99,0.46%,0.014361,0.0165899,11.677142857142856,11.855714285714287,11.821374607510634,11.65951081054504,-0.16186379696559428,0.7488932184437387,13.353500722601764,10.35792784882681,11.652835577111075,2.363680192353857
8/27/1999,11.6,11.53,-0.1,-0.86%,11.46,11.7,15456,1784.21,0.49%,0.015456,0.0178421,11.752857142857142,11.807142857142857,11.799791303250588,11.639586070461187,-0.16020523278940146,0.7047304449216261,13.21660374698611,10.397681967299604,11.570945192370358,2.354228326145884
8/30/1999,11.5,11.43,-0.1,-0.87%,11.36,11.7,15834,1821.59,0.51%,0.015834,0.0182159,11.715714285714284,11.736190476190476,11.772399354861657,11.607342059621002,-0.16505729524065416,0.6452367986369129,13.026664073464302,10.44571687891665,11.47698173079012,2.344686269012681
8/31/1999,11.45,11.43,0.0,0.00%,11.28,11.6,11595,1319.61,0.37%,0.011595,0.013196099999999999,11.642857142857142,11.662380952380952,11.747036439686719,11.580058665833157,-0.16697777385356183,0.5864918000947335,12.835364552570418,10.489397352191485,11.44566057693004,2.344686269012681
9/1/1999,11.5,11.2,-0.23,-2.01%,11.1,11.5,14158,1593.02,0.45%,0.014158,0.0159302,11.528571428571428,11.584761904761905,11.706515221932145,11.521588101858825,-0.18492712007332024,0.506514404636892,12.597790714035689,10.57173309548812,11.281886858976678,2.322387720290225
9/2/1999,11.15,11.22,0.02,0.18%,10.9,11.33,19155,2124.37,0.61%,0.019155,0.021243699999999997,11.434285714285716,11.504761904761905,11.670477057344579,11.475189932342083,-0.1952871250024959,0.3568886012239675,12.218539107209839,10.79098470231397,11.240628952992227,2.3243465847755584
9/3/1999,11.39,11.03,-0.19,-1.69%,11.01,11.39,8381,932.46,0.27%,0.008381,0.0093246,11.352857142857143,11.408095238095237,11.623034312356092,11.406699173520224,-0.21633513883586808,0.34913841320933314,12.106372064513904,10.70981841167657,11.100209650997408,2.305580601973844
9/6/1999,11.0,10.78,-0.25,-2.27%,10.73,11.0,11930,1294.11,0.38%,0.01193,0.012941099999999999,11.231428571428571,11.354761904761904,11.560587326255641,11.310283916055575,-0.2503034102000665,0.3678815598866583,12.090525024535221,10.618998784988587,10.88673655033247,2.280339484046726
9/7/1999,10.7,10.8,0.02,0.19%,10.65,10.97,9216,998.76,0.29%,0.009216,0.0099876,11.127142857142857,11.314285714285713,11.50424752431078,11.231778698200872,-0.2724688261099075,0.3869431482781091,12.088172010841932,10.540399417729494,10.828912183444158,2.2823823856765264
9/8/1999,10.8,10.84,0.04,0.37%,10.78,11.0,7208,782.23,0.23%,0.007208,0.0078223,11.042857142857144,11.294761904761904,11.455044003991462,11.171505052323814,-0.28353895166764786,0.40036693695895864,12.09549577867982,10.494028030843987,10.836304061148054,2.286455711064162
9/9/1999,11.0,11.62,0.78,7.20%,11.0,11.65,29041,3325.74,0.93%,0.029041,0.0332574,11.069999999999999,11.316190476190476,11.467262966658762,11.240504275043227,-0.22675869161553486,0.40480632146016754,12.125803119110811,10.506577833270141,11.358768020382684,2.362739015813793
9/13/1999,11.6,11.49,-0.13,-1.12%,11.22,11.62,23421,2661.44,0.75%,0.023421,0.0266144,11.111428571428572,11.332380952380952,11.468947191350706,11.278888232728885,-0.19005895862182065,0.4024853707696578,12.137351693920268,10.527410210841635,11.44625600679423,2.3504224224082058
9/14/1999,11.6,11.38,-0.11,-0.96%,11.33,11.6,15494,1764.38,0.50%,0.015494,0.0176438,11.134285714285713,11.346190476190475,11.462358510509914,11.294443889232134,-0.16791462127777912,0.3746840774494157,12.095558631089308,10.596822321291643,11.402085335598079,2.3398808777377424
9/15/1999,11.4,11.17,-0.21,-1.85%,11.15,11.45,13764,1544.07,0.44%,0.013764,0.0154407,11.154285714285715,11.367619047619048,11.440702324546214,11.275298675504112,-0.16540364904210136,0.370562871999674,12.108744791618395,10.6264933036197,11.247361778532692,2.3194422100604686
9/16/1999,11.17,11.16,-0.01,-0.09%,11.1,11.37,10674,1194.59,0.34%,0.010674,0.011945899999999999,11.20857142857143,11.372380952380952,11.419909559765014,11.25756041773425,-0.162349142030763,0.3635193472001984,12.09941964678135,10.645342257980555,11.189120592844231,2.318458442150336
9/17/1999,11.17,11.1,-0.06,-0.54%,11.05,11.27,10217,1136.67,0.33%,0.010217,0.0113667,11.251428571428571,11.377142857142857,11.396212555337975,11.233320353467443,-0.1628922018705321,0.36191413637027753,12.100971129883412,10.653314584402303,11.12970686428141,2.312535423847214
9/20/1999,11.09,10.82,-0.28,-2.52%,10.78,11.1,19511,2119.77,0.62%,0.019511,0.0211977,11.248571428571427,11.335714285714285,11.353530143831458,11.169732606780144,-0.18379753705131385,0.3542594202579211,12.044233126230127,10.627195445198444,10.923235621427137,2.2844211223663744
9/21/1999,10.82,10.8,-0.02,-0.18%,10.75,10.98,12440,1347.33,0.40%,0.01244,0.013473299999999999,11.131428571428572,11.281428571428572,11.312527910955055,11.112850667275506,-0.19967724367954887,0.3313207223401467,11.944070016108865,10.618787126748279,10.841078540475714,2.2823823856765264
9/22/1999,10.95,10.84,0.04,0.37%,10.79,11.08,10554,1148.13,0.34%,0.010554,0.011481300000000002,11.03857142857143,11.226190476190476,11.277525843476903,11.070873641540812,-0.20665220193609102,0.30723341032578244,11.840657296842041,10.611723655538912,10.840359513491904,2.286455711064162
9/23/1999,10.83,10.82,-0.02,-0.18%,10.78,11.02,9321,1013.65,0.30%,0.009321,0.0101365,10.958571428571428,11.175714285714285,11.243635040256391,11.032277696688379,-0.21135734356801272,0.3023848193059982,11.780483924326282,10.570944647102289,10.826786504497301,2.2844211223663744
9/24/1999,10.91,10.86,0.04,0.37%,10.83,11.08,7261,790.28,0.23%,0.007261,0.0079028,10.914285714285713,11.14047619047619,11.215217629867029,11.005773435659398,-0.20944419420763083,0.287299586896547,11.715075364269286,10.565877016683096,10.848928834832433,2.288486168614544
9/27/1999,10.86,10.73,-0.13,-1.20%,10.64,11.0,11333,1216.56,0.36%,0.011333,0.012165599999999999,10.852857142857143,11.097619047619046,11.179275583210211,10.96334675325026,-0.21592882995995133,0.282272731123969,11.662164509866985,10.533073585371108,10.769642944944145,2.2752138961979136
9/28/1999,10.7,10.73,0.0,0.00%,10.66,10.88,5328,571.94,0.17%,0.005328,0.0057194,10.8,11.05952380952381,11.145995910379824,10.92744725275022,-0.2185486576296043,0.27945247218420555,11.618428753892221,10.500618865155399,10.743214314981381,2.2752138961979136
9/29/1999,10.75,10.69,-0.04,-0.37%,10.67,10.94,7510,806.86,0.24%,0.00751,0.0080686,10.781428571428572,11.024285714285714,11.112218435536874,10.890916906173262,-0.22130152936361291,0.27417627829241625,11.572638270870547,10.475933157700881,10.707738104993794,2.2710944259026746
9/30/1999,10.75,10.61,-0.08,-0.75%,10.6,10.79,7221,767.96,0.23%,0.007221,0.0076796,10.754285714285714,10.985238095238095,11.075017069941552,10.847698920608144,-0.22731814933340821,0.2835577542570991,11.552353603752294,10.418122586723896,10.642579368331264,2.262804222982201
10/8/1999,10.88,10.31,-0.3,-2.83%,10.29,10.88,7160,742.55,0.23%,0.00716,0.0074255,10.678571428571429,10.942857142857143,11.018349138834772,10.764976009745352,-0.2533731290894199,0.31351823584896943,11.569893614555081,10.315820671159205,10.420859789443755,2.231089091288976
10/11/1999,10.3,10.12,-0.19,-1.84%,10.05,10.31,5440,552.84,0.17%,0.00544,0.0055284,10.578571428571427,10.89047619047619,10.951804758180344,10.665748931322991,-0.2860558268573534,0.36058833504113696,11.611652860558465,10.169299520393917,10.220286596481252,2.21046980408624
10/12/1999,10.17,10.19,0.07,0.69%,10.14,10.25,4115,418.73,0.13%,0.004115,0.004187300000000001,10.482857142857142,10.850476190476192,10.895374776092911,10.59255678804253,-0.3028179880503803,0.39224589494930057,11.634967980374793,10.065984400577591,10.200095532160416,2.2181159363675955
10/13/1999,10.21,9.92,-0.27,-2.65%,9.88,10.26,7824,781.89,0.25%,0.007824,0.0078189,10.367142857142856,10.80952380952381,10.82312479267862,10.489086512959064,-0.3340382797195556,0.4444985347194412,11.698520878962693,9.920526740084927,10.013365177386804,2.188295946591918
10/14/1999,9.75,9.89,-0.03,-0.30%,9.75,10.16,5609,556.97,0.18%,0.005609,0.0055697,10.247142857142856,10.766190476190477,10.75400443766539,10.396919357119206,-0.3570850805461845,0.48959569786480395,11.745381871920085,9.78699908046087,9.9311217257956,2.1849270495258133
10/15/1999,10.0,10.11,0.22,2.22%,9.89,10.17,9112,917.15,0.29%,0.009112,0.009171499999999999,10.164285714285715,10.731428571428571,10.706300405245733,10.352777917562404,-0.3535224876833283,0.466274145698282,11.663976862825136,9.798880280032007,10.050373908598532,2.209372711271867
10/18/1999,10.25,9.8,-0.31,-3.07%,9.8,10.28,5855,581.36,0.19%,0.005855,0.0058136,10.04857142857143,10.644761904761904,10.639167041894199,10.267735161014343,-0.37143188087985557,0.4662264527699409,11.577214810301786,9.71230899922202,9.883457969532843,2.174751721484161
10/19/1999,9.75,9.48,-0.32,-3.27%,9.48,9.75,8069,772.23,0.26%,0.008069,0.0077223000000000005,9.929999999999998,10.549047619047618,10.553302816568703,10.146545136242906,-0.4067576803257964,0.492307937435941,11.5336634939195,9.564431744175737,9.614485989844281,2.1377104498038118
10/20/1999,9.49,9.49,0.01,0.11%,9.38,9.65,5359,510.25,0.17%,0.005359,0.0051025,9.84,10.45904761904762,10.474539644971022,10.045538192205536,-0.42900145276548685,0.5160709355559353,11.49118949015949,9.42690574793575,9.531495329948093,2.138889000323256
10/21/1999,9.55,9.25,-0.24,-2.53%,9.21,9.58,5857,548.79,0.19%,0.005857,0.0054878999999999995,9.705714285714285,10.367619047619048,10.3838330046028,9.923147701096992,-0.46068530350580694,0.5483237614472605,11.46426657051357,9.270971524724526,9.343831776649365,2.1102132003465894
10/22/1999,9.26,9.48,0.23,2.49%,9.2,9.75,11610,1098.38,0.37%,0.01161,0.010983800000000002,9.642857142857142,10.287619047619048,10.316882411669258,9.854971131697456,-0.4619112799718028,0.5479348789575169,11.383488805534082,9.191749289704013,9.434610592216456,2.1377104498038118
10/25/1999,9.48,9.25,-0.23,-2.43%,9.22,9.52,5201,482.81,0.17%,0.005201,0.0048281,9.551428571428572,10.199523809523809,10.237854084878942,9.761898649897848,-0.4759554349810937,0.5733950140213071,11.346313837566424,9.052733781481194,9.311536864072153,2.1102132003465894
10/26/1999,9.25,9.27,0.02,0.22%,9.23,9.45,6006,558.9,0.19%,0.006006,0.005588999999999999,9.43142857142857,10.125714285714286,10.166161189702724,9.686221934528948,-0.47993925517377534,0.5866192165812338,11.298952718876754,8.952475852551819,9.283845621357385,2.1126345090356
10/27/1999,9.65,9.92,0.65,7.01%,9.48,10.1,19347,1902.34,0.62%,0.019347,0.0190234,9.448571428571428,10.083809523809524,10.147927027502522,9.722187790755264,-0.42573923674725833,0.5603607860347948,11.204531095879114,8.963087951739935,9.707948540452461,2.188295946591918
10/28/1999,9.98,9.73,-0.19,-1.92%,9.69,10.04,8576,841.1,0.27%,0.008576,0.008411,9.484285714285715,10.030952380952382,10.116969469909742,9.723389669100607,-0.39357980080913535,0.5334818598003618,11.097916100553105,8.963988661351658,9.722649513484155,2.166765369851511
10/29/1999,9.7,9.73,0.0,0.00%,9.7,9.85,5918,576.93,0.19%,0.005918,0.0057693,9.518571428571429,9.97904761904762,10.088305064731243,9.72440664308513,-0.3638984216461125,0.49511827401375724,10.969284167075134,8.988811071020105,9.727549837828052,2.166765369851511
11/1/1999,9.7,9.48,-0.25,-2.57%,9.48,9.7,3984,380.18,0.13%,0.003984,0.0038018,9.551428571428572,9.913333333333334,10.043245430306706,9.686805621072033,-0.3564398092346739,0.46761291909490676,10.848559171523148,8.97810749514352,9.56251661260935,2.1377104498038118
11/2/1999,9.46,9.5,0.02,0.21%,9.38,9.8,4045,387.23,0.13%,0.004045,0.0038723000000000004,9.554285714285713,9.854761904761904,10.003005028061764,9.658066294753258,-0.34493873330850633,0.42811582298944073,10.710993550740787,8.998530258783022,9.520838870869783,2.1400661634962708
11/3/1999,9.5,9.38,-0.12,-1.26%,9.36,9.6,3976,374.52,0.13%,0.003976,0.0037451999999999997,9.572857142857144,9.790476190476191,9.956856507464597,9.61528686479122,-0.3415696426733774,0.38454997621857645,10.559576142913343,9.02137623803904,9.426946290289928,2.125847914493992
11/4/1999,9.45,9.35,-0.03,-0.32%,9.3,9.45,4061,379.31,0.13%,0.004061,0.0037931,9.584285714285715,9.726666666666668,9.91190417357833,9.574473500977186,-0.337430672601144,0.3355572741123344,10.397781214891337,9.055552118442,9.375648763429977,2.122261538862764
11/5/1999,9.3,10.29,0.94,10.05%,9.2,10.29,137972,14102.7,4.41%,0.137972,0.141027,9.637142857142857,9.711428571428572,9.939911271831788,9.684554500826849,-0.2553567710049389,0.3336129967164366,10.378654564861446,9.044202577995698,9.98521625447666,2.2289385528257473
11/8/1999,10.45,11.19,0.9,8.75%,10.4,11.3,221836,24228.01,7.09%,0.221836,0.24228009999999997,9.845714285714285,9.753333333333334,10.032510436881285,9.916161500699642,-0.11634893618164277,0.4668314245491068,10.686996182431548,8.81967048423512,10.788405418158886,2.321406847234633
11/9/1999,11.16,11.16,-0.03,-0.27%,10.86,11.2,96742,10673.32,3.09%,0.096742,0.1067332,10.049999999999999,9.802857142857142,10.116028182297487,10.107521269822776,-0.00850691247471147,0.5580631448889957,10.918983432635134,8.686730853079151,11.036135139386296,2.318458442150336
11/10/1999,11.08,11.23,0.07,0.63%,10.88,11.6,94433,10630.74,3.02%,0.094433,0.1063074,10.299999999999999,9.852380952380953,10.198544613238415,10.280210305234657,0.08166569199624263,0.645028763127933,11.14243847863682,8.562323426125086,11.165378379795433,2.325324579963535
11/11/1999,11.19,10.93,-0.3,-2.67%,10.58,11.29,61364,6671.03,1.96%,0.061364,0.0667103,10.504285714285714,9.90047619047619,10.252726493739273,10.38017795058317,0.1274514568438967,0.6889343410768466,11.278344872629884,8.522607508322498,11.008459459931812,2.295560478057081
