日期,开盘,收盘,涨跌额,涨跌幅,最低,最高,成交量(手),成交金额(万),换手率,成交量(百万手),成交金额(十亿),ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,logmomentum
3/5/1992,11.5,11.55,0.15,1.31%,11.5,11.6,840,97.11,0.28%,0.00084,0.0009711,11.492857142857144,,11.49913380465689,11.500964195263673,0.001830390606784249,,,,11.514407325031332,2.3561258599220753
3/6/1992,11.5,11.55,0.0,0.00%,11.5,11.6,515,59.47,0.17%,0.000515,0.0005947,11.549999999999999,,11.505383518223498,11.509682600368132,0.0042990821446338146,,,,11.538135819659795,2.3561258599220753
3/9/1992,11.6,11.5,-0.05,-0.43%,11.3,11.6,1175,134.97,0.40%,0.001175,0.0013497,11.549999999999999,,11.50475284003466,11.508001333107241,0.0032484930725811267,,,,11.512711923940083,2.3513752571634776
3/10/1992,11.45,11.4,-0.1,-0.86%,11.3,11.5,960,109.61,0.32%,0.00096,0.0010961,11.514285714285716,,11.492987849459677,11.489612154368116,-0.003375695091561326,,,,11.437570625603183,2.341805806147327
3/11/1992,11.4,11.4,0.0,0.00%,11.3,11.5,670,76.35,0.23%,0.00067,0.0007635,11.464285714285714,,11.48292884192546,11.47460058440491,-0.008328257520549442,,,,11.412523540122155,2.341805806147327
3/12/1992,11.5,11.45,0.05,0.43%,11.3,11.5,715,81.52,0.24%,0.000715,0.0008152,11.464285714285714,,11.479484214556079,11.47053514386734,-0.008949070688739624,,,,11.437507847287783,2.34660197841082
3/13/1992,11.4,11.35,-0.1,-0.87%,11.3,11.5,1010,115.01,0.34%,0.00101,0.0011501,11.457142857142856,,11.466340436009931,11.450840510825978,-0.015499925183952712,,,,11.379169281977516,2.336986519711378
3/16/1992,11.35,11.35,0.0,0.00%,10.9,11.35,2820,317.2,0.96%,0.00282,0.003172,11.428571428571429,,11.45484620604628,11.434519665800284,-0.020326540245996227,,,,11.359723093942309,2.336986519711378
3/17/1992,11.3,11.3,-0.05,-0.44%,11.3,11.55,2430,276.86,0.82%,0.00243,0.0027686,11.392857142857142,,11.439916791175568,11.412920746924746,-0.026996044250822138,,,,11.319907697946512,2.33214389523559
3/18/1992,11.3,11.25,-0.05,-0.44%,11.25,11.35,2555,288.2,0.86%,0.002555,0.002882,11.357142857142858,,11.42200619425535,11.386936198794183,-0.03506999546116596,0.1658114020585783,,,11.273302565968804,2.327277705584417
3/19/1992,11.25,11.2,-0.05,-0.44%,11.15,11.3,1870,209.43,0.63%,0.00187,0.0020943,11.328571428571427,11.44047619047619,11.401484547998018,11.357288762812434,-0.04419578518558431,0.16421664124916793,11.768909472974526,11.112042907977854,11.224434188651598,2.322387720290225
3/20/1992,11.3,11.1,-0.1,-0.89%,11.0,11.3,1570,174.4,0.53%,0.00157,0.001744,11.285714285714286,11.411904761904761,11.374118664832542,11.316676576900036,-0.057442087932505714,0.16660305803726602,11.745110877979293,11.07869864583023,11.141478062881223,2.312535423847214
3/23/1992,11.0,11.05,-0.05,-0.45%,11.0,11.25,1950,215.53,0.66%,0.00195,0.0021553,11.228571428571428,11.380952380952381,11.345181419716411,11.2747502840582,-0.07043113565821102,0.1831558151727082,11.747264011297798,11.014640750606965,11.080492687626425,2.307572634505085
3/24/1992,11.0,11.0,-0.05,-0.45%,10.9,11.0,2845,312.35,0.96%,0.002845,0.0031235000000000004,11.178571428571429,11.359523809523811,11.314825283023742,11.231699810144448,-0.08312547287929384,0.19819912900122055,11.755922067526251,10.96312555152137,11.026830895875285,2.302585092994046
3/25/1992,11.0,11.45,0.45,4.09%,10.95,11.55,4005,447.75,1.36%,0.004005,0.0044775,11.192857142857141,11.371428571428572,11.326550285287661,11.265808168685965,-0.060742116601696594,0.19213139692463282,11.755691365277837,10.987165777579307,11.308943631958762,2.34660197841082
3/26/1992,11.5,11.9,0.45,3.93%,11.5,12.3,6195,743.25,2.10%,0.006195,0.0074325,11.278571428571428,11.407142857142858,11.375668975483439,11.364660451231586,-0.011008524251852947,0.22329765360447335,11.853738164351805,10.960547549933912,11.702981210653077,2.388762789235098
3/27/1992,11.9,11.9,0.0,0.00%,11.75,12.0,6300,749.41,2.13%,0.0063,0.0074941,11.37142857142857,11.426190476190477,11.420066266200662,11.447935861616642,0.02786959541598044,0.24392621835300965,11.914042912896496,10.938338039484458,11.834327070217709,2.388762789235098
3/30/1992,11.9,10.65,-1.25,-10.50%,10.1,11.9,5535,586.67,0.98%,0.005535,0.0058667,11.292857142857143,11.37857142857143,11.355545475663385,11.324023855581355,-0.031521620082029855,0.2849746064402755,11.948520641451982,10.808622215690878,11.044775690072536,2.2669579153508947
3/31/1992,10.8,10.65,0.0,0.00%,10.5,10.85,10305,1105.56,1.82%,0.010305,0.011055599999999999,11.22857142857143,11.326190476190476,11.29699922387642,11.21950521013902,-0.0774940137373985,0.32501012129988976,11.976210718790256,10.676170233590696,10.781591896690841,2.2669579153508947
4/1/1992,10.8,10.75,0.1,0.93%,10.65,11.0,10510,1136.29,1.85%,0.01051,0.0113629,11.185714285714287,11.292857142857141,11.252009837652556,11.146789345269319,-0.10522049238323739,0.34825693781580697,11.989371018488756,10.596343267225526,10.76053063223028,2.277267285009756
4/2/1992,10.8,10.8,0.05,0.46%,10.75,10.95,7515,812.52,1.32%,0.007515,0.008125199999999999,11.157142857142858,11.264285714285714,11.215134505057778,11.093134770129799,-0.12199973492797866,0.3587258152493581,11.981737344784431,10.546834083786997,10.78684354407676,2.2823823856765264
4/3/1992,10.8,10.4,-0.4,-3.70%,10.3,10.8,4290,452.15,0.76%,0.00429,0.0045214999999999995,11.007142857142858,11.20952380952381,11.149130638986883,10.985987724650974,-0.16314291433590888,0.3981123221562385,12.005748453836288,10.413299165211333,10.528947848025586,2.2407096892759584
4/6/1992,10.55,10.6,0.2,1.92%,10.4,10.8,8425,894.85,1.48%,0.008425,0.0089485,10.821428571428571,11.164285714285715,11.104970553433512,10.926364426389718,-0.17860612704379442,0.4121429874512782,11.988571689188271,10.339999739383158,10.576315949341863,2.2617630984737906
4/7/1992,10.7,11.3,0.7,6.60%,10.6,11.3,9895,1079.85,1.74%,0.009895,0.010798499999999999,10.735714285714286,11.154761904761905,11.120555593098235,10.984043745783525,-0.13651184731470956,0.40951672416205714,11.97379535308602,10.33572845643779,11.058771983113955,2.33214389523559
4/8/1992,11.45,12.55,1.25,11.06%,11.45,12.8,8990,1122.28,1.58%,0.00899,0.0112228,11.007142857142856,11.20952380952381,11.23412133070951,11.225658082827655,-0.008463247881854485,0.5147815070493512,12.239086823622513,10.179960795425108,12.05292399437132,2.446685436967803
4/9/1992,12.7,12.45,-0.1,-0.79%,12.15,12.75,11830,1467.33,2.08%,0.01183,0.014673299999999998,11.264285714285716,11.25952380952381,11.330203523994339,11.414479937860042,0.0842764138657035,0.5842223801547536,12.427968569833316,10.091079049214303,12.317641331457105,2.4379897300002487
4/10/1992,12.6,13.1,0.65,5.22%,12.35,13.2,13945,1770.68,2.46%,0.013945,0.0177068,11.6,11.338095238095239,11.469369179877404,11.674328175342856,0.20495899546545182,0.7161437300607081,12.770382698216654,9.905807777973823,12.839213777152368,2.4932054526026954
4/13/1992,13.25,15.65,2.55,19.46%,13.25,15.65,10520,1598.91,1.85%,0.01052,0.0159891,12.292857142857144,11.542857142857143,11.79661555191321,12.287042334666117,0.4904267827529072,1.2012575647387642,13.945372272334671,9.140342013379614,14.71307125905079,2.6844403354630764
4/14/1992,15.8,16.3,0.65,4.15%,15.8,16.9,14765,2433.93,2.60%,0.014765,0.024339299999999998,13.135714285714286,11.778571428571428,12.14765074065245,12.905336064516115,0.7576853238636652,1.600039062023175,14.978649552617778,8.578493304525079,15.771023753016932,2.72785282839839
4/15/1992,16.45,15.0,-1.3,-7.97%,14.5,17.0,13895,2191.03,2.45%,0.013895,0.0219103,13.764285714285714,11.954761904761904,12.369130805045932,13.227996368658687,0.8588655636127545,1.7450380783056982,15.4448380613733,8.464685748150508,15.257007917672311,2.6390573296152584
4/16/1992,14.95,15.85,0.85,5.66%,14.85,16.1,15750,2449.47,2.78%,0.01575,0.024494699999999998,14.414285714285713,12.173809523809522,12.638451759187397,13.631809699958238,0.9933579407708404,1.9338042000705573,16.041417923950636,8.306201123668409,15.652335972557438,2.6979998652487085
4/17/1992,15.9,15.55,-0.3,-1.89%,15.1,16.3,10610,1683.56,1.87%,0.01061,0.0168356,14.842857142857143,12.380952380952381,12.86298292082258,13.927180896454946,1.064197975632366,2.0503465689077007,16.481645518767785,8.28025924313698,15.58411199085248,2.6775909936175015
4/20/1992,15.5,15.0,-0.55,-3.53%,14.55,15.6,7605,1142.27,1.34%,0.007605,0.0114227,15.207142857142857,12.566666666666668,13.027284188398951,14.092355379702717,1.0650711913037654,2.098575644774833,16.763817956216336,8.369515377117002,15.194703996950826,2.6390573296152584
4/21/1992,15.15,14.95,-0.05,-0.33%,14.65,15.15,7595,1128.83,1.34%,0.007595,0.0112883,15.471428571428572,12.752380952380953,13.174695098828389,14.224385515248379,1.04969041641999,2.121605648162681,16.995592248706316,8.50916965605559,15.03156799898361,2.6354795082673745
4/22/1992,15.0,15.7,0.75,5.01%,14.85,16.0,11040,1696.38,1.95%,0.01104,0.0169638,15.478571428571428,12.976190476190476,13.367804426946902,14.451526585266118,1.0837221583192154,2.1868912686854443,17.349973013561364,8.602407938819589,15.477189332994536,2.6878474937846906
4/23/1992,15.85,16.25,0.55,3.50%,15.85,16.45,13195,2137.46,2.33%,0.013195,0.0213746,15.471428571428572,13.204761904761906,13.587678343103681,14.728342112108262,1.1406637690045809,2.280547025790546,17.765855956342996,8.643667853180814,15.992396444331511,2.7245795030534206
4/24/1992,16.4,16.4,0.15,0.92%,16.0,16.8,14345,2361.35,2.53%,0.014345,0.0236135,15.671428571428569,13.41904761904762,13.80174808089434,14.985620368911608,1.1838722880172678,2.358908088167289,18.136863795382197,8.701231442713041,16.2641321481105,2.734367509419583
4/27/1992,16.55,16.15,-0.25,-1.52%,15.7,16.7,10310,1668.58,1.82%,0.01031,0.0166858,15.714285714285714,13.621428571428572,13.980128832861915,15.164814702237917,1.1846858693760023,2.3302021597413303,18.281832890911232,8.961024251945911,16.188044049370166,2.718000531955378
4/28/1992,16.2,16.1,-0.05,-0.30%,15.7,16.2,8335,1335.56,1.47%,0.008335,0.013355599999999999,15.792857142857141,13.880952380952381,14.14085741195582,15.308729461425948,1.1678720494701285,2.2638622679882836,18.408676916928947,9.353227844975814,16.12934801645672,2.714694743820879
4/29/1992,16.2,16.3,0.2,1.24%,16.0,16.4,12730,2069.52,2.24%,0.01273,0.0206952,15.978571428571428,14.149999999999999,14.304278232627302,15.46126858354181,1.1569903509145085,2.1775408631128643,18.505081726225725,9.79491827377427,16.243116005485575,2.72785282839839
4/30/1992,16.45,17.05,0.75,4.60%,16.4,17.5,15355,2576.18,2.71%,0.015355,0.025761799999999998,16.27857142857143,14.45,14.511761132364715,15.705737569997696,1.1939764376329816,2.0926107466134516,18.6352214932269,10.264778506773096,16.781038668495192,2.775708849576025
5/3/1992,17.2,17.8,0.75,4.39%,17.2,18.25,11300,2012.12,1.99%,0.0113,0.0201212,16.57857142857143,14.783333333333333,14.759869686333637,16.027986184670677,1.26811649833704,1.9545140060894939,18.69236134551232,10.874305321154345,17.46034622283173,2.8213788864092133
5/4/1992,17.95,17.95,0.15,0.84%,17.5,18.05,11155,1997.68,1.97%,0.011155,0.0199768,16.821428571428573,15.142857142857142,15.00024408728426,16.32372285740086,1.3234787701165995,1.76496607988876,18.672789302634662,11.612924983079623,17.786782074277244,2.830267833826459
5/5/1992,18.1,20.8,2.85,15.87%,18.1,20.85,12065,2315.34,2.13%,0.012065,0.0231534,17.45,15.628571428571428,15.436695590633219,17.012464117039784,1.5757685264065646,1.8861615156602838,19.400894459891994,11.85624839725086,19.795594024759083,2.9856819377004897
5/6/1992,20.65,22.0,1.2,5.76%,20.65,23.65,16065,3628.58,2.83%,0.016065,0.0362858,18.285714285714285,16.13809523809524,15.930024925415646,17.7798558046354,1.8498308792197538,2.178318702215325,20.49473264252589,11.78145783366459,21.265198008253027,3.044522437723423
5/7/1992,22.15,20.5,-1.5,-6.81%,18.9,22.15,13390,2696.28,2.36%,0.01339,0.026962800000000002,18.914285714285715,16.51666666666667,16.273151847724687,18.198375741190407,1.92522389346572,2.169792616818484,20.856251900303636,12.177081433029702,20.755066002751008,2.970414465569701
5/8/1992,20.65,20.1,-0.4,-1.95%,19.9,22.0,13510,2849.21,2.38%,0.01351,0.0284921,19.457142857142856,16.88095238095238,16.56019308434646,18.490954741227547,1.9307616568810886,2.1191110350680957,21.119174451088572,12.642730310816187,20.318355334250338,2.9496883350525844
5/11/1992,20.25,21.3,1.2,5.97%,19.4,21.5,10545,2155.85,1.86%,0.010545,0.021558499999999998,20.064285714285713,17.271428571428572,16.91538137659936,18.923142325523,2.0077609489236394,2.2895917241198056,21.850612019668183,12.692245123188961,20.97278511141678,3.0106208860477417
5/12/1992,21.45,22.55,1.25,5.86%,21.45,23.0,16010,3611.81,2.82%,0.01601,0.0361181,20.742857142857144,17.6,17.337260261404463,19.481149680951724,2.1438894195472606,2.5500825580030924,22.700165116006186,12.499834883993817,22.024261703805593,3.070375816549757
5/13/1992,22.7,23.4,0.85,3.76%,22.7,23.5,20095,4644.97,3.54%,0.020095,0.046449700000000003,21.521428571428572,17.938095238095237,17.79083149729924,20.08407647392468,2.293244976625438,2.770288793609796,23.478672825314828,12.397517650875646,22.941420567935197,3.109060958860994
5/14/1992,23.55,22.8,-0.6,-2.56%,22.0,23.55,10460,2390.73,1.84%,0.01046,0.0239073,21.807142857142853,18.30952380952381,18.165305320544988,20.50192654557485,2.3366212250298624,2.9076702104316445,24.1248642303871,12.49418338866052,22.847140189311734,3.0819099697950434
5/15/1992,22.65,23.2,0.4,1.75%,22.0,23.2,11400,2596.45,2.01%,0.0114,0.025964499999999998,21.978571428571428,18.659523809523808,18.541430299771694,20.917027952289757,2.3755976525180635,3.009900330575753,24.679324470675315,12.639723148372301,23.082380063103912,3.100092288878234
5/18/1992,23.35,23.65,0.45,1.93%,22.7,23.65,9430,2185.98,1.66%,0.00943,0.0218598,22.428571428571427,19.045238095238094,18.92283298001824,21.337496489437136,2.4146635094188973,3.054008366927502,25.1532548290931,12.93722136138309,23.46079335436797,3.120159851929043
5/19/1992,23.8,24.7,1.05,4.43%,23.8,24.9,13425,3280.25,2.37%,0.013425,0.0328025,23.085714285714285,19.507142857142856,19.353900416870793,21.854816484789996,2.500916067919203,3.1095819654738213,25.726306788090497,13.287978926195214,24.286931118122656,3.1654750481410856
5/20/1992,24.85,24.0,-0.7,-2.83%,23.8,25.8,17450,4331.5,3.08%,0.01745,0.043315,23.47142857142857,19.938095238095237,19.700384780915503,22.184851067787523,2.4844662868720206,3.0965600608621098,26.131215359819457,13.744975116371016,24.095643706040885,3.1354942159291497
5/21/1992,24.15,24.2,0.2,0.83%,22.9,24.6,12275,2940.68,2.16%,0.012275,0.029406799999999997,23.707142857142856,20.34285714285714,20.035776912605606,22.494879027709004,2.4591021151033985,3.079793012525361,26.502443167907863,14.18327111780642,24.165214568680295,3.1441522786722644
5/22/1992,24.35,24.7,0.5,2.06%,23.95,24.8,12195,2979.4,2.15%,0.012195,0.029794,23.892857142857142,20.745238095238093,20.383277378729872,22.834133081433404,2.4508557027035316,3.0505769514703522,26.8463919981788,14.644084192297388,24.521738189560097,3.1654750481410856
5/25/1992,24.85,25.7,1.0,4.04%,24.85,25.8,18735,4750.83,3.30%,0.018735,0.047508299999999996,24.307142857142853,21.188095238095237,20.779221288966877,23.275040823570738,2.4958195346038607,3.004715592110796,27.197526422316827,15.178664053873645,25.3072460631867,3.2068032436339315
5/26/1992,25.85,26.3,0.6,2.33%,25.75,26.3,15240,3969.27,2.69%,0.01524,0.0396927,24.75,21.67142857142857,21.19019824490276,23.740423748424256,2.550225503521496,2.914934322632881,27.501297216694333,15.841559926162809,25.969082021062235,3.2308043957334744
5/27/1992,26.45,26.25,-0.05,-0.19%,25.95,26.8,11185,2941.31,1.97%,0.011185,0.0294131,25.12142857142857,22.154761904761905,21.566720751273166,24.126515624649546,2.5597948733763793,2.74396347029545,27.642688845352804,16.666834964171006,26.156360673687413,3.228826155721369
5/28/1992,26.4,25.6,-0.65,-2.47%,24.9,26.5,11060,2841.14,1.95%,0.01106,0.0284114,25.25,22.597619047619048,21.86675298903002,24.35320712935257,2.48645414032255,2.5152953159253197,27.628209679469688,17.56702841576841,25.785453557895806,3.202746442938317
5/29/1992,25.75,25.5,-0.1,-0.39%,24.5,25.75,8750,2206.49,1.54%,0.00875,0.0220649,25.464285714285715,23.0,22.136942034806424,24.529637855967575,2.3926958211611513,2.275475658776485,27.550951317552972,18.449048682447028,25.595151185965268,3.1986731175506815
6/1/1992,25.6,25.4,-0.1,-0.39%,25.3,26.5,13465,3490.92,2.37%,0.013465,0.0349092,25.63571428571429,23.36190476190476,22.379530952911676,24.663540401282535,2.2840094483708597,1.9464728559493032,27.254850473803366,19.468959050006156,25.465050395321754,3.1945831322991562
6/2/1992,25.55,24.8,-0.6,-2.36%,24.4,25.55,12135,3019.59,2.14%,0.012135,0.0301959,25.65,23.688095238095237,22.559429838267988,24.68453427551444,2.1251044372464527,1.842857834994352,27.37381090808394,20.002379568106534,25.021683465107248,3.169685580677429
6/3/1992,24.95,22.0,-2.8,-11.29%,21.7,24.95,6435,1533.49,1.13%,0.006435,0.0153349,25.12142857142857,23.745238095238093,22.51786117605748,24.271527507303503,1.7536663312460234,1.842857834994352,27.430953765226796,20.05952242524939,23.007227821702415,3.044522437723423
6/4/1992,21.75,22.95,0.95,4.31%,20.15,23.5,16010,3557.45,2.82%,0.01601,0.035574499999999995,24.642857142857142,23.790476190476188,22.54996400108951,24.06821496035333,1.5182509592638205,1.6842849490136031,27.159046088503395,20.42190629244898,22.969075940567468,3.08876713952118
6/5/1992,23.1,23.0,0.05,0.21%,22.0,24.0,17890,4124.85,3.15%,0.01789,0.0412485,24.178571428571427,23.909523809523808,22.58338921748279,23.903873771285358,1.3204845538025687,1.4424029658141817,26.794329741152172,21.024717877895444,22.989691980189153,3.091042453358316
6/8/1992,23.15,22.0,-1.0,-4.34%,21.0,23.15,8395,1869.59,1.48%,0.008395,0.018695899999999998,23.664285714285715,24.0,22.540068136660395,23.610969471811604,1.070901335151209,1.3779370545550562,26.755874109110113,21.244125890889887,22.329897326729718,3.044522437723423
6/9/1992,22.0,20.65,-1.35,-6.13%,19.9,22.0,7000,1481.52,1.23%,0.007,0.0148152,22.97142857142857,23.969047619047622,22.399741973484108,23.15543486160232,0.7556928881182117,1.5479698079471265,27.064987234941874,20.87310800315337,21.209965775576574,2.9780773383152703
6/10/1992,20.5,21.2,0.55,2.66%,20.0,21.4,8010,1667.56,1.41%,0.00801,0.0166756,22.37142857142857,23.904761904761905,22.31068349639946,22.854598256683555,0.5439147602840961,1.6692576351874664,27.24327717513684,20.56624663438697,21.20332192519219,3.005682604407159
6/11/1992,21.35,20.8,-0.4,-1.88%,20.5,21.6,6525,1368.3,1.15%,0.006525,0.013682999999999999,21.800000000000004,23.78095238095238,22.198561042680456,22.538505797231682,0.33994475455122597,1.7956379895384698,27.37222836002932,20.18967640187544,20.93444064173073,2.9856819377004897
6/12/1992,20.65,21.0,0.2,0.96%,20.0,21.0,8095,1669.2,1.43%,0.008095,0.016692000000000002,21.657142857142862,23.695238095238096,22.10961717048533,22.301812331565735,0.1921951610804058,1.9005816284274302,27.496401352092956,19.894074838383236,20.97814688057691,2.995732273553991
6/15/1992,21.0,19.9,-1.1,-5.23%,19.6,21.15,6710,1360.31,1.18%,0.00671,0.0136031,21.221428571428568,23.538095238095238,21.94566605728863,21.932302390597787,-0.01336366669084299,2.08397867197897,27.70605258205318,19.370137894137297,20.259382293525636,2.9391619220655967
6/16/1992,19.75,18.1,-1.8,-9.04%,18.0,19.75,8500,1577.36,1.50%,0.0085,0.0157736,20.52142857142857,23.273809523809526,21.66035756097492,21.34271693286934,-0.317640628105579,2.389531720255108,28.05287296431974,18.49474608329931,18.81979409784188,2.8390784635086144
6/17/1992,18.0,20.5,2.4,13.25%,17.25,21.2,9765,1794.2,1.72%,0.009765,0.017942,20.307142857142853,23.073809523809523,21.57428102224535,21.21306808566611,-0.3612129365792427,2.455309767143781,27.984429058097085,18.16318998952196,19.93993136594729,2.970414465569701
6/18/1992,20.65,19.6,-0.9,-4.39%,18.6,20.8,17705,3558.2,3.12%,0.017705,0.035581999999999996,20.157142857142855,22.864285714285714,21.42784245396481,20.964903621779197,-0.46293883218561405,2.5531958817384903,27.970677477762695,17.757893950808732,19.713310455315764,2.9231615807191558
6/19/1992,19.45,19.3,-0.3,-1.53%,18.6,19.95,10260,1980.64,1.81%,0.01026,0.019806400000000002,19.885714285714283,22.63095238095238,21.270029385891338,20.708764478142363,-0.5612649077489742,2.6259071114368853,27.88276660382615,17.37913815807861,19.43777015177192,2.9069010598473755
6/22/1992,19.15,18.55,-0.75,-3.88%,18.0,19.15,6810,1261.72,1.20%,0.00681,0.0126172,19.564285714285713,22.33809523809524,21.068314815526243,20.37664672908487,-0.6916680864413713,2.657779049071664,27.653653336238566,17.02253713995191,18.845923383923974,2.865053949911875
6/23/1992,18.4,18.9,0.35,1.88%,18.0,19.0,9555,1753.66,1.68%,0.009555,0.0175366,19.264285714285712,22.014285714285716,20.907528477636102,20.1494702299109,-0.7580582477252022,2.5660742082226173,27.146434130730952,16.88213729784048,18.88197446130799,2.884800712846709
6/24/1992,19.05,18.85,-0.05,-0.26%,18.3,19.05,5775,1081.95,1.02%,0.005775,0.010819500000000001,19.114285714285717,21.65952380952381,20.754969233632423,19.94955167394158,-0.8054175596908415,2.420004349713374,26.49953250895056,16.819515110097065,18.860658153769332,2.8820035082256483
6/25/1992,18.8,19.2,0.35,1.85%,18.5,19.2,8070,1524.34,1.42%,0.00807,0.015243399999999999,19.271428571428572,21.323809523809523,20.63968156125434,19.83423600297117,-0.8054455582831679,2.2572456434196333,25.83830081064879,16.809318236970256,19.086886051256442,2.9014215940827497
6/26/1992,19.35,19.9,0.7,3.64%,19.35,20.0,10440,2061.94,1.84%,0.01044,0.0206194,19.185714285714287,21.05238095238095,20.584844193059563,19.844353543115602,-0.7404906499439612,2.018754175488612,25.089889303358174,17.014872601403727,19.62896201708548,2.9391619220655967
6/29/1992,20.0,22.5,2.6,13.06%,20.0,23.0,17170,3766.3,3.03%,0.01717,0.037663,19.6,20.909523809523808,20.726818197485386,20.252914609603906,-0.47390358788148035,1.760913339569486,24.43135048866278,17.387697130384836,21.542987339028496,3.068052935133617
6/30/1992,22.65,23.75,1.25,5.55%,22.65,23.8,21875,5113.07,3.86%,0.021875,0.051130699999999994,20.235714285714288,20.83095238095238,20.950919253358496,20.79092782806402,-0.15999142529447496,1.6435099634623687,24.117972307877118,17.54393245402764,23.0143291130095,3.1245651453969594
7/1/1992,23.6,22.4,-1.35,-5.68%,21.95,23.6,24115,5469.7,4.25%,0.024115,0.054696999999999996,20.785714285714285,20.71666666666667,21.05833031302199,21.038477424698392,-0.019852888323597995,1.6633411999251677,24.043349066517003,17.389984266816334,22.604776371003165,3.0633909220278057
7/2/1992,22.25,22.4,0.0,0.00%,21.0,22.5,16235,3579.08,2.86%,0.016235,0.0357908,21.285714285714285,20.735714285714284,21.15777475632124,21.247942458994842,0.09016770267360386,1.6275182915942175,23.99075086890272,17.48067770252585,22.46825879033439,3.0633909220278057
7/3/1992,22.25,23.2,0.8,3.57%,22.25,23.2,14370,3254.2,2.53%,0.01437,0.032542,21.907142857142855,20.747619047619047,21.309137379391405,21.548259031317592,0.23912165192618673,1.6434158905991385,24.034450828817324,17.46078726642077,22.956086263444792,3.100092288878234
7/6/1992,23.35,22.5,-0.7,-3.01%,22.15,23.5,15830,3655.57,2.79%,0.01583,0.0365557,22.37857142857143,20.723809523809525,21.397396223675493,21.694680730174042,0.2972845064985492,1.6688792331193165,24.061567990048157,17.386051057570892,22.652028754481595,3.068052935133617
7/7/1992,22.35,22.8,0.3,1.33%,22.05,23.2,7960,1805.06,1.40%,0.00796,0.0180506,22.792857142857144,20.761904761904763,21.501343834064688,21.86472985977894,0.36338602571425227,1.7360932396741198,24.234091241253,17.289718282556525,22.750676251493868,3.0819099697950434
7/8/1992,22.95,22.8,0.0,0.00%,22.5,23.0,5855,1338.98,1.03%,0.005855,0.0133898,22.835714285714285,20.864285714285714,21.59758433752812,22.008617581656654,0.4110332441285358,1.7930035811747111,24.450292876635135,17.278278551936292,22.783558750497956,3.0819099697950434
7/9/1992,22.8,22.4,-0.4,-1.75%,22.3,22.8,10000,2261.05,1.76%,0.01,0.022610500000000002,22.642857142857142,20.92142857142857,21.657047564074933,22.068830264233636,0.4117827001587031,1.8261604097409783,24.57374939091053,17.269107751946613,22.527852916832654,3.0633909220278057
7/10/1992,22.25,22.35,-0.05,-0.22%,21.8,22.6,9070,2021.82,1.60%,0.00907,0.0202182,22.635714285714283,20.995238095238093,21.708397387313862,22.112087148380652,0.40368976106679,1.8537231383581219,24.702684371954337,17.28779181852185,22.409284305610885,3.0610517396746335
7/13/1992,22.2,23.2,0.85,3.80%,22.0,23.2,7840,1770.8,1.38%,0.00784,0.017707999999999998,22.75,21.099999999999998,21.818926356545088,22.279458361957975,0.46053200541288675,1.8974775499677596,24.894955099935515,17.30504490006448,22.936428101870295,3.100092288878234
